         1584889 function calls (1445912 primitive calls) in 5.383 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 errors.py:821(InvalidXmlProcessingInstruction)
        1    0.000    0.000    0.000    0.000 errors.py:825(InvalidIndicatorParameterValue)
        1    0.000    0.000    0.000    0.000 errors.py:845(IntervalFieldOverflow)
        1    0.000    0.000    0.000    0.000 errors.py:857(InvalidEscapeCharacter)
        1    0.000    0.000    0.000    0.000 errors.py:869(InvalidArgumentForPowerFunction)
        1    0.000    0.000    0.000    0.000 errors.py:873(InvalidArgumentForWidthBucketFunction)
        1    0.000    0.000    0.000    0.000 errors.py:889(IndicatorOverflow)
        1    0.000    0.000    0.000    0.000 errors.py:901(InvalidEscapeSequence)
        1    0.000    0.000    0.000    0.000 errors.py:913(ArraySubscriptError)
        1    0.000    0.000    0.000    0.000 errors.py:981(TooManyJsonObjectMembers)
        1    0.000    0.000    0.000    0.000 errors.py:985(SqlJsonScalarRequired)
        1    0.000    0.000    0.000    0.000 errors.py:993(FloatingPointException)
        1    0.000    0.000    0.000    0.000 errors.py:997(InvalidTextRepresentation)
        1    0.000    0.000    0.000    0.000 errors.py:1024(RestrictViolation)
        1    0.000    0.000    0.000    0.000 errors.py:1051(InvalidCursorState)
        1    0.000    0.000    0.000    0.000 errors.py:1066(BranchTransactionAlreadyActive)
        1    0.000    0.000    0.000    0.000 errors.py:1070(InappropriateAccessModeForBranchTransaction)
        1    0.000    0.000    0.000    0.000 errors.py:1113(InvalidSqlStatementName)
        1    0.000    0.000    0.000    0.000 errors.py:1127(InvalidAuthorizationSpecification)
        1    0.000    0.000    0.000    0.000 errors.py:1172(FunctionExecutedNoReturnStatement)
        1    0.000    0.000    0.000    0.000 errors.py:1179(InvalidCursorName)
        1    0.000    0.000    0.000    0.000 errors.py:1190(ContainingSqlNotPermitted)
        1    0.000    0.000    0.000    0.000 errors.py:1198(ProhibitedSqlStatementAttemptedExt)
        1    0.000    0.000    0.000    0.000 errors.py:1213(InvalidSqlstateReturned)
        1    0.000    0.000    0.000    0.000 errors.py:1225(SrfProtocolViolated)
        1    0.000    0.000    0.000    0.000 errors.py:1229(EventTriggerProtocolViolated)
        1    0.000    0.000    0.000    0.000 errors.py:1240(InvalidSavepointSpecification)
        1    0.000    0.000    0.000    0.000 errors.py:1247(InvalidCatalogName)
        1    0.000    0.000    0.000    0.000 errors.py:1261(TransactionRollback)
        1    0.000    0.000    0.000    0.000 errors.py:1277(DeadlockDetected)
        1    0.000    0.000    0.000    0.000 errors.py:1284(SyntaxErrorOrAccessRuleViolation)
        1    0.000    0.000    0.000    0.000 errors.py:1288(InsufficientPrivilege)
        1    0.000    0.000    0.000    0.000 errors.py:1324(DuplicateObject)
        1    0.000    0.000    0.000    0.000 errors.py:1368(ReservedName)
        1    0.000    0.000    0.000    0.000 errors.py:1376(UndefinedParameter)
        1    0.000    0.000    0.000    0.000 errors.py:1388(DuplicatePreparedStatement)
        1    0.000    0.000    0.000    0.000 errors.py:1408(InvalidColumnReference)
        1    0.000    0.000    0.000    0.000 errors.py:1444(InvalidRecursion)
        1    0.000    0.000    0.000    0.000 errors.py:1452(CollationMismatch)
        1    0.000    0.000    0.000    0.000 errors.py:1470(InsufficientResources)
        1    0.000    0.000    0.000    0.000 errors.py:1478(OutOfMemory)
        1    0.000    0.000    0.000    0.000 errors.py:1551(CannotConnectNow)
        1    0.000    0.000    0.000    0.000 errors.py:1559(IdleSessionTimeout)
        1    0.000    0.000    0.000    0.000 errors.py:1574(UndefinedFile)
        1    0.000    0.000    0.000    0.000 errors.py:1592(ConfigFileError)
        1    0.000    0.000    0.000    0.000 errors.py:1596(LockFileExists)
        1    0.000    0.000    0.000    0.000 errors.py:1603(FdwError)
        1    0.000    0.000    0.000    0.000 errors.py:1607(FdwOutOfMemory)
        1    0.000    0.000    0.000    0.000 errors.py:1639(FdwInvalidStringFormat)
        1    0.000    0.000    0.000    0.000 errors.py:1691(FdwTooManyHandles)
        1    0.000    0.000    0.000    0.000 errors.py:1703(FdwInvalidStringLengthOrBufferLength)
        1    0.000    0.000    0.000    0.000 errors.py:1737(InternalError_)
        1    0.000    0.000    0.000    0.000 errors.py:1741(DataCorrupted)
        1    0.000    0.000    0.000    0.000 errors.py:1745(IndexCorrupted)
        1    0.000    0.000    0.000    0.000 psycopg.py:133(_PGREGCONFIG)
        1    0.000    0.000    0.000    0.000 pg8000.py:400(PGIdentifierPreparer_pg8000)
        1    0.000    0.000    0.000    0.000 psycopg2.py:517(_PGJSONB)
        1    0.000    0.000    0.000    0.000 psycopg2.py:570(PGExecutionContext_psycopg2)
        1    0.000    0.000    0.000    0.000 psycopg2.py:598(ExecutemanyMode)
        1    0.000    0.000    0.000    0.000 ranges.py:970(DATERANGE)
        1    0.000    0.000    0.000    0.000 ranges.py:994(INT8MULTIRANGE)
        1    0.000    0.000    0.000    0.000 ranges.py:1006(DATEMULTIRANGE)
        1    0.000    0.000    0.000    0.000 asyncpg.py:236(AsyncpgByteA)
        1    0.000    0.000    0.000    0.000 asyncpg.py:268(AsyncpgSmallInteger)
        1    0.000    0.000    0.000    0.000 asyncpg.py:972(InterfaceError)
        1    0.000    0.000    0.000    0.000 asyncpg.py:981(OperationalError)
        1    0.000    0.000    0.000    0.000 asyncpg.py:987(IntegrityError)
        1    0.000    0.000    0.000    0.000 ranges.py:906(AbstractSingleRangeImpl)
        1    0.000    0.000    0.000    0.000 ranges.py:947(AbstractMultiRangeImpl)
        1    0.000    0.000    0.000    0.000 types.py:69(MACADDR)
        1    0.000    0.000    0.000    0.000 argparse.py:646(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:678(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 main.py:207(settings_customise_sources)
        1    0.000    0.000    0.000    0.000 argparse.py:740(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 nodes.py:1147(Break)
        1    0.000    0.000    0.000    0.000 decl_api.py:155(DCTransformDeclarative)
        1    0.000    0.000    0.000    0.000 strategies.py:1287(PostLoader)
        1    0.000    0.000    0.000    0.000 events.py:1548(HoldMapperEvents)
        1    0.000    0.000    0.000    0.000 nodes.py:407(Include)
        1    0.000    0.000    0.000    0.000 nodes.py:539(Name)
        1    0.000    0.000    0.000    0.000 nodes.py:804(Test)
        1    0.000    0.000    0.000    0.000 nodes.py:1017(Neg)
        1    0.000    0.000    0.000    0.000 strategies.py:581(AbstractRelationshipLoader)
        1    0.000    0.000    0.000    0.000 context.py:993(CompoundSelectCompileState)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:706(CompositeBundle)
        1    0.000    0.000    0.000    0.000 context.py:3258(_IdentityTokenEntity)
        1    0.000    0.000    0.000    0.000 exc.py:64(FlushError)
        1    0.000    0.000    0.000    0.000 collections.py:212(appender)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3255(DOUBLE_PRECISION)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3367(DATE)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3406(CHAR)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3412(NCHAR)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3418(BLOB)
        1    0.000    0.000    0.000    0.000 type_api.py:97(_SentinelProcessorType)
        1    0.000    0.000    0.000    0.000 schema.py:3577(_CallableColumnDefaultProtocol)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 coercions.py:920(WhereHavingImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:929(StatementOptionImpl)
        1    0.000    0.000    0.000    0.000 roles.py:144(StructuralRole)
        1    0.000    0.000    0.000    0.000 interfaces.py:473(ReflectedForeignKeyConstraint)
        1    0.000    0.000    0.000    0.000 interfaces.py:2532(get_dialect_cls)
        1    0.000    0.000    0.000    0.000 base.py:3366(OptionEngine)
        1    0.000    0.000    0.000    0.000 roles.py:86(ColumnListRole)
        1    0.000    0.000    0.000    0.000 roles.py:120(LimitOffsetRole)
        1    0.000    0.000    0.000    0.000 roles.py:194(InElementRole)
        1    0.000    0.000    0.000    0.000 roles.py:201(JoinTargetRole)
        1    0.000    0.000    0.000    0.000 exc.py:149(NoSuchModuleError)
        1    0.000    0.000    0.000    0.000 exc.py:250(IdentifierError)
        1    0.000    0.000    0.000    0.000 exc.py:164(ConstraintColumnNotFoundError)
        1    0.000    0.000    0.000    0.000 exc.py:216(CompileError)
        1    0.000    0.000    0.000    0.000 exc.py:764(NotSupportedError)
        1    0.000    0.000    0.000    0.000 responses.py:281(RangeNotSatisfiable)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(QuerystringParseError)
        1    0.000    0.000    0.000    0.000 client.py:1489(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1492(InvalidURL)
        1    0.000    0.000    0.000    0.000 exc.py:360(AwaitRequired)
        1    0.000    0.000    0.000    0.000 base.py:187(_StreamingResponse)
        1    0.000    0.000    0.000    0.000 requests.py:66(ClientDisconnect)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:115(WouldBlock)
        1    0.000    0.000    0.000    0.000 _sockets.py:167(ConnectedUDPSocket)
        1    0.000    0.000    0.000    0.000 _sockets.py:189(ConnectedUNIXDatagramSocket)
        1    0.000    0.000    0.000    0.000 __init__.py:108(Gt)
        1    0.000    0.000    0.000    0.000 __init__.py:332(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 __init__.py:94(InitErrorDetails)
        1    0.000    0.000    0.000    0.000 core_schema.py:392(ToStringSerSchema)
        1    0.000    0.000    0.000    0.000 errors.py:80(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:111(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:96(PydanticUserError)
        1    0.000    0.000    0.000    0.000 parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:32(HeaderWriteError)
        1    0.000    0.000    0.000    0.000 errors.py:45(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:54(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 traceback.py:966(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 warnings.py:207(_OptionError)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 request.py:575(BaseHandler)
        1    0.000    0.000    0.000    0.000 idna.py:370(StreamWriter)
        1    0.000    0.000    0.000    0.000 exceptions.py:91(URLRequired)
        1    0.000    0.000    0.000    0.000 multirange.py:162(Int8Multirange)
        1    0.000    0.000    0.000    0.000 range.py:655(NumericRangeBinaryDumper)
        1    0.000    0.000    0.000    0.000 range.py:663(TimestampRangeBinaryDumper)
        1    0.000    0.000    0.000    0.000 range.py:667(TimestamptzRangeBinaryDumper)
        1    0.000    0.000    0.000    0.000 multirange.py:493(DateMultirangeLoader)
        1    0.000    0.000    0.000    0.000 multirange.py:501(TimestampTZMultirangeLoader)
        1    0.000    0.000    0.000    0.000 errors.py:421(PipelineAborted)
        1    0.000    0.000    0.000    0.000 errors.py:651(SqlserverRejectedEstablishmentOfSqlconnection)
        1    0.000    0.000    0.000    0.000 errors.py:659(TransactionResolutionUnknown)
        1    0.000    0.000    0.000    0.000 errors.py:724(StackedDiagnosticsAccessedWithoutActiveHandler)
        1    0.000    0.000    0.000    0.000 errors.py:745(DataException)
        1    0.000    0.000    0.000    0.000 errors.py:853(InvalidCharacterValueForCast)
        1    0.000    0.000    0.000    0.000 errors.py:865(InvalidArgumentForLogarithm)
        1    0.000    0.000    0.000    0.000 errors.py:929(InvalidArgumentForSqlJsonDatetimeFunction)
        1    0.000    0.000    0.000    0.000 errors.py:937(InvalidSqlJsonSubscript)
        1    0.000    0.000    0.000    0.000 errors.py:941(MoreThanOneSqlJsonItem)
        1    0.000    0.000    0.000    0.000 errors.py:1009(UntranslatableCharacter)
        1    0.000    0.000    0.000    0.000 errors.py:1082(ReadOnlySqlTransaction)
        1    0.000    0.000    0.000    0.000 errors.py:1149(InvalidTransactionTermination)
        1    0.000    0.000    0.000    0.000 errors.py:1194(ModifyingSqlDataNotPermittedExt)
        1    0.000    0.000    0.000    0.000 errors.py:1304(NameTooLong)
        1    0.000    0.000    0.000    0.000 errors.py:1340(GroupingError)
        1    0.000    0.000    0.000    0.000 errors.py:1348(WrongObjectType)
        1    0.000    0.000    0.000    0.000 errors.py:1356(CannotCoerce)
        1    0.000    0.000    0.000    0.000 errors.py:1364(GeneratedAlways)
        1    0.000    0.000    0.000    0.000 errors.py:1380(DuplicateCursor)
        1    0.000    0.000    0.000    0.000 errors.py:1416(InvalidDatabaseDefinition)
        1    0.000    0.000    0.000    0.000 errors.py:1420(InvalidFunctionDefinition)
        1    0.000    0.000    0.000    0.000 errors.py:1512(ObjectNotInPrerequisiteState)
        1    0.000    0.000    0.000    0.000 errors.py:1528(UnsafeNewEnumValueUsage)
        1    0.000    0.000    0.000    0.000 errors.py:1667(FdwUnableToCreateReply)
        1    0.000    0.000    0.000    0.000 errors.py:1679(FdwSchemaNotFound)
        1    0.000    0.000    0.000    0.000 errors.py:1687(FdwFunctionSequenceError)
        1    0.000    0.000    0.000    0.000 errors.py:1714(PlpgsqlError)
        1    0.000    0.000    0.000    0.000 errors.py:1726(TooManyRows)
        1    0.000    0.000    0.000    0.000 errors.py:323(DatabaseError)
        1    0.000    0.000    0.000    0.000 psycopg.py:181(_PGTime)
        1    0.000    0.000    0.000    0.000 psycopg.py:189(_PGSmallInteger)
        1    0.000    0.000    0.000    0.000 psycopg.py:197(_PGBigInteger)
        1    0.000    0.000    0.000    0.000 _psycopg_common.py:59(_PsycopgFloat)
        1    0.000    0.000    0.000    0.000 psycopg2.py:566(_Psycopg2DateTimeTZRange)
        1    0.000    0.000    0.000    0.000 psycopg.py:159(_PGJSONStrIndexType)
        1    0.000    0.000    0.000    0.000 asyncpg.py:248(AsyncpgBoolean)
        1    0.000    0.000    0.000    0.000 argparse.py:1156(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 loaders.py:616(_TemplateModule)
